ItemType,DestinationName,SourceName,SourceLibrary,Status,Details
"COMPONENT","D80","LTST-C155KGJRKT","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Debug\Sch\SensWear_Debug_UART2USB_1.SchDoc","RELINKED","LTST-C155KGJRKT"
"COMPONENT","C84","GRM155R61C104KA88D","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Debug\Sch\SensWear_Debug_UART2USB_1.SchDoc","RELINKED","GRM155R61C104KA88D"
"COMPONENT","C80","GRM155R61C104KA88D","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Debug\Sch\SensWear_Debug_UART2USB_1.SchDoc","RELINKED","GRM155R61C104KA88D"
"COMPONENT","C81","GRM155R61C104KA88D","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Debug\Sch\SensWear_Debug_UART2USB_1.SchDoc","RELINKED","GRM155R61C104KA88D"
"COMPONENT","R82","ERJ-2RKF1000X","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Debug\Sch\SensWear_Debug_UART2USB_1.SchDoc","RELINKED","ERJ-2RKF1000X"
"COMPONENT","R83","ERJ-2RKF1000X","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Debug\Sch\SensWear_Debug_UART2USB_1.SchDoc","RELINKED","ERJ-2RKF1000X"
"COMPONENT","C41","GRM155R61A105KE15D","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Haptic\Schematics\SensWear_Haptic.SchDoc","RELINKED","GRM155R61A105KE15D"
"COMPONENT","C42","GRM155R61A474KE15D","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Haptic\Schematics\SensWear_Haptic.SchDoc","RELINKED","GRM155R61A474KE15D"
"COMPONENT","M40","G0832012","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Haptic\Schematics\SensWear_Haptic.SchDoc","RELINKED","G0832012"
"COMPONENT","U40","DRV2605LDGSR","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Haptic\Schematics\SensWear_Haptic.SchDoc","RELINKED","DRV2605LDGSR"
"COMPONENT","CONN40","51281-1098-PCB","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Haptic\Schematics\SensWear_Haptic.SchDoc","RELINKED","51281-1098-PCB"
"COMPONENT","P40","51281-1098","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Haptic\Schematics\SensWear_Haptic.SchDoc","RELINKED","51281-1098"
"COMPONENT","C40","GRM155R61A475MEAAD","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Haptic\Schematics\SensWear_Haptic.SchDoc","RELINKED","GRM155R61A475MEAAD"
"COMPONENT","C44","GRM155R61A475MEAAD","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Haptic\Schematics\SensWear_Haptic.SchDoc","RELINKED","GRM155R61A475MEAAD"
"COMPONENT","C43","GRM155R61A475MEAAD","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Haptic\Schematics\SensWear_Haptic.SchDoc","RELINKED","GRM155R61A475MEAAD"
"COMPONENT","CONN50","51281-1098-PCB","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-PPG\Schematics\SensWear_PPG.SchDoc","RELINKED","51281-1098-PCB"
"COMPONENT","U50","MAX30101EFD+T","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-PPG\Schematics\SensWear_PPG.SchDoc","RELINKED","MAX30101EFD+T"
"COMPONENT","R50","ERJ-2RKF1501X","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-PPG\Schematics\SensWear_PPG.SchDoc","RELINKED","ERJ-2RKF1501X"
"COMPONENT","C52","CL05A106MP5NUNC","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-PPG\Schematics\SensWear_PPG.SchDoc","RELINKED","CL05A106MP5NUNC"
"COMPONENT","C51","CL05A106MP5NUNC","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-PPG\Schematics\SensWear_PPG.SchDoc","RELINKED","CL05A106MP5NUNC"
"COMPONENT","P50","51281-1098","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-PPG\Schematics\SensWear_PPG.SchDoc","RELINKED","51281-1098"
"COMPONENT","C50","GRM155R61A475MEAAD","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-PPG\Schematics\SensWear_PPG.SchDoc","RELINKED","GRM155R61A475MEAAD"
"COMPONENT","C54","GRM155R61A475MEAAD","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-PPG\Schematics\SensWear_PPG.SchDoc","RELINKED","GRM155R61A475MEAAD"
"COMPONENT","C53","GRM155R61A475MEAAD","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-PPG\Schematics\SensWear_PPG.SchDoc","RELINKED","GRM155R61A475MEAAD"
"COMPONENT","CONN60","51281-1098-PCB","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Temperature\Schematics\SensWear_Temperature.SchDoc","RELINKED","51281-1098-PCB"
"COMPONENT","U60","MAX30208CLB+T","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Temperature\Schematics\SensWear_Temperature.SchDoc","RELINKED","MAX30208CLB+T"
"COMPONENT","C60","GRM155R61C104KA88D","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Temperature\Schematics\SensWear_Temperature.SchDoc","RELINKED","GRM155R61C104KA88D"
"COMPONENT","CONN70","51281-1098-PCB","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Touch\Schematics\SensWear_Touch.SchDoc","RELINKED","51281-1098-PCB"
"COMPONENT","U70","MTCH6102-I/MV","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Touch\Schematics\SensWear_Touch.SchDoc","RELINKED","MTCH6102-I/MV"
"COMPONENT","R70","ERJ-2RKF1501X","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Touch\Schematics\SensWear_Touch.SchDoc","RELINKED","ERJ-2RKF1501X"
"COMPONENT","R72","ERJ-2RKF1501X","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Touch\Schematics\SensWear_Touch.SchDoc","RELINKED","ERJ-2RKF1501X"
"COMPONENT","C70","GRM155R61A474KE15D","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Touch\Schematics\SensWear_Touch.SchDoc","RELINKED","GRM155R61A474KE15D"
"COMPONENT","Touch","Touch-15Ch-Linear","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Touch\Schematics\SensWear_Touch.SchDoc","RELINKED","Touch-15Ch-Linear"
"COMPONENT","R71","ERJ-2RKF1501X","D:\WORK\Projects\OpenRing\Hardware\SensWear-V1R1-Touch\Schematics\SensWear_Touch.SchDoc","RELINKED","ERJ-2RKF1501X"
